#{"t_start": 1779788540.488714, "env_id": "Blackjack4game-v1"}
r,l,t
-0.822709,3,3.421166
0.0,3,3.423675
0.0,4,3.426843
-0.293745,3,3.429257
0.0,2,3.430853
0.0,2,3.432472
0.0,3,3.434913
-0.203892,3,3.437472
-0.010161,2,3.439249
-1.0,5,3.443318
0.0,2,3.444937
-0.916122,5,3.449049
0.0,3,3.451475
-0.78718,3,3.453948
-0.742516,4,3.457241
1.5,2,3.458917
0.0,2,3.460586
0.0,4,3.463845
-1.0,5,3.467924
0.0,2,3.4696
-1.0,4,3.473068
-0.126316,4,3.476363
-1.0,4,3.479659
0.0,2,3.481374
0.0,3,3.483752
-1.0,4,3.487041
-0.24294,3,3.489671
0.0,2,3.491366
0.0,2,3.493042
0.0,3,3.495431
-0.544306,4,3.498705
0.0,3,3.501092
0.0,2,3.502706
0.0,4,3.505978
0.0,2,3.507658
1.0,3,3.510053
0.0,3,3.512928
1.0,4,3.519063
0.0,6,3.527898
0.067433,2,3.531352
0.0,4,3.537514
-0.753582,3,3.541867
0.0,3,3.546622
-0.686072,3,3.551094
0.0,4,3.556103
0.0,2,3.559094
-1.0,3,3.563505
0.0,3,3.568049
0.0,4,3.572399
-1.0,4,3.57881
-0.31729,3,3.583416
0.0,3,3.587875
0.0,3,3.590888
-0.566271,3,3.593986
-0.576676,4,3.597827
-0.953192,3,3.600679
-0.96874,3,3.603439
0.0,3,3.606294
0.0,2,3.608305
1.5,2,3.610109
0.0,5,3.614409
0.0,3,3.617071
0.0,5,3.622113
0.0,2,3.624055
0.0,3,3.626748
0.0,2,3.628697
-0.245844,4,3.632327
0.0,3,3.635115
-0.850805,3,3.637879
0.0,3,3.640516
-0.262665,2,3.642544
0.0,2,3.644394
0.0,2,3.646172
-0.130073,3,3.648779
0.0,3,3.651346
0.0,4,3.654689
0.0,3,3.657248
0.0,3,3.659781
1.0,4,3.663157
-1.0,3,3.665694
-1.0,3,3.668208
0.0,2,3.67014
-0.904644,4,3.673513
-1.0,4,3.676884
0.0,3,3.679381
0.0,3,3.681906
0.0,5,3.686331
0.0,3,3.688936
-1.0,6,3.694095
0.0,3,3.696691
0.0,4,3.700057
0.0,2,3.701782
-0.382047,4,3.705139
0.0,4,3.708475
0.0,3,3.71108
-1.0,3,3.713599
-0.094057,5,3.717956
-1.0,3,3.720532
0.0,3,3.722993
0.0,3,3.725493
0.845127,2,3.727162
-0.802524,3,3.729672
-0.234025,3,3.732167
0.0,4,3.735444
-1.0,4,3.738735
0.0,5,3.742883
-1.0,3,3.745838
0.343504,3,3.748761
0.0,4,3.752105
-0.208184,4,3.755583
0.0,4,3.75891
0.0,4,3.762278
0.0,3,3.764839
-1.0,2,3.766544
0.0,3,3.769095
-0.470555,3,3.771632
0.0,3,3.774177
0.0,4,3.777623
0.0,3,3.780568
-1.0,3,3.783555
0.0,4,3.786986
0.0,4,3.790575
-0.369615,5,3.794947
0.0,4,3.798356
0.0,3,3.80095
-1.0,3,3.803794
0.0,2,3.806317
0.0,2,3.808194
-1.0,2,3.810047
-1.0,3,3.812593
-1.0,4,3.816002
-0.291209,3,3.818531
0.0,2,3.820176
0.0,3,3.822734
0.0,6,3.827789
0.0,4,3.831436
0.0,3,3.834108
0.0,3,3.837258
0.223032,3,3.84056
-0.535387,2,3.842277
0.0,4,3.846394
0.0,5,3.851808
-1.0,2,3.853773
0.434299,4,3.857269
-1.0,2,3.858907
0.0,4,3.862056
0.0,5,3.866481
0.0,3,3.868955
-0.938748,4,3.872584
-0.467557,2,3.874192
0.367279,3,3.876777
0.0,2,3.878578
-0.01152,3,3.881082
-0.331936,3,3.883499
0.0,3,3.886035
0.536359,2,3.887631
0.0,4,3.890877
-0.991336,3,3.89333
-1.0,3,3.895724
0.0,3,3.898183
0.0,2,3.899833
0.0,3,3.902303
0.0,5,3.90651
-1.0,5,3.910459
0.0,5,3.914596
-0.657028,2,3.916261
-0.658445,4,3.919813
-0.231473,4,3.923237
0.0,4,3.926522
0.0,3,3.929075
-0.511785,4,3.932238
0.0,2,3.933949
