#{"t_start": 1779789049.760507, "env_id": "Blackjack4game-v1"}
r,l,t
-1.0,2,2.716696
-0.278262,3,2.719788
1.064355,2,2.721855
0.0,2,2.723716
-0.989507,3,2.726248
0.0,3,2.728689
0.0,2,2.730356
1.0,2,2.732049
0.0,4,2.73531
-1.0,3,2.737742
-0.782697,3,2.740166
-0.789352,2,2.741782
-1.0,4,2.74503
0.0,3,2.747576
-1.0,4,2.790289
0.0,4,2.79367
-1.0,2,2.795419
0.0,3,2.797946
-1.0,3,2.800429
0.0,3,2.802934
1.274817,2,2.804594
-0.56943,5,2.808702
0.0,2,2.810511
0.969764,3,2.813076
0.0,3,2.815534
-0.50898,3,2.817987
-0.461968,3,2.820453
-0.396175,3,2.822897
0.0,2,2.824509
0.0,2,2.826171
-1.0,4,2.829468
0.0,3,2.831875
0.0,3,2.834328
0.0,4,2.837653
0.293863,2,2.83936
-0.130884,2,2.840965
0.0,2,2.842685
1.5,2,2.844346
0.0,4,2.847847
0.0,2,2.849582
0.0,2,2.851392
0.0,2,2.853082
1.5,2,2.854783
0.006016,3,2.857365
-0.582825,3,2.859818
-0.658981,3,2.862337
0.0,5,2.866395
-0.527672,3,2.868902
-1.0,3,2.871337
0.0,2,2.873034
0.0,2,2.874787
0.0,3,2.87726
-1.0,3,2.87974
0.0,3,2.882156
0.0,4,2.885484
0.436694,3,2.887926
0.0,4,2.891136
1.5,2,2.89279
1.0,4,2.89604
0.0,2,2.897799
0.51945,3,2.900252
-0.631443,4,2.90366
-0.550278,5,2.908006
-0.294245,3,2.911038
0.0,3,2.913735
0.0,3,2.916567
0.0,3,2.919343
-0.267858,4,2.923101
0.0,3,2.926111
0.0,4,2.929772
-0.702821,4,2.933539
-1.0,3,2.936414
-0.621472,6,2.941581
-0.711401,2,2.943403
-1.0,4,2.946701
0.741764,2,2.948389
0.0,3,2.951046
0.0,2,2.952722
-0.76285,3,2.955317
0.0,2,2.957073
0.891268,2,2.958827
0.368192,3,2.961406
-1.0,3,2.963982
0.0,4,2.967376
0.0,2,2.969055
0.0,3,2.971598
0.0,3,2.974231
0.0,4,2.977615
0.0,3,2.98024
-0.504808,3,2.982759
-0.717507,3,2.985287
0.0,3,2.988136
-0.773591,2,2.98988
0.0,3,2.992474
-0.823422,3,2.995073
0.0,3,2.997663
0.0,4,3.001166
-0.294034,3,3.00375
0.0,2,3.005391
0.0,2,3.00715
0.0,3,3.009873
-0.204091,3,3.012494
-0.010211,2,3.0145
-1.0,5,3.018876
0.0,2,3.020623
-0.916929,5,3.024872
0.0,3,3.028024
-0.787864,3,3.033195
-0.743171,4,3.039356
1.5,2,3.04247
0.0,2,3.045566
0.0,4,3.051734
-1.0,5,3.059699
0.0,2,3.062564
-1.0,4,3.06666
-0.126464,4,3.071377
-1.0,4,3.075658
0.0,2,3.077707
0.0,3,3.080203
-1.0,4,3.083586
-0.243168,3,3.086369
0.0,2,3.088053
0.0,2,3.089793
0.0,3,3.092455
-0.544785,4,3.095853
0.0,3,3.098577
