#{"t_start": 1779974866.181302, "env_id": "Blackjack4game-v1"}
r,l,t
1.0,3,2.384945
0.0,3,2.387707
-0.22183,4,2.391163
-1.0,5,2.395362
-0.480699,3,2.397982
-0.456168,4,2.401249
0.0,5,2.405769
0.0,5,2.410046
0.0,3,2.412653
0.0,3,2.41513
0.0,3,2.417911
0.0,3,2.420855
0.0,4,2.424313
0.0,2,2.426304
0.931733,2,2.428271
-0.882711,3,2.430959
-1.0,2,2.432839
0.0,2,2.434717
0.0,2,2.436767
0.0,3,2.439617
0.0,4,2.443408
0.0,5,2.447658
0.0,3,2.450386
0.0,3,2.453116
0.0,2,2.454902
-1.0,3,2.457494
0.0,3,2.460093
-1.0,5,2.464417
0.579923,3,2.467099
0.0,4,2.470772
0.0,2,2.472507
-1.0,3,2.475079
-0.133075,3,2.477605
0.0,4,2.480972
0.0,4,2.484282
-1.0,4,2.487686
0.0,2,2.489467
0.291425,2,2.491152
0.0,4,2.4955
0.0,3,2.498437
-1.0,2,2.500258
2.0,2,2.502895
0.0,3,2.506064
-0.707458,3,2.508797
0.0,4,2.511977
0.0,4,2.515338
0.0,2,2.517021
0.0,5,2.521355
-0.819627,3,2.524234
0.0,5,2.528958
-0.275968,4,2.532428
-1.0,3,2.534935
0.0,4,2.538397
-0.816624,4,2.541632
0.0,2,2.543648
0.0,3,2.546269
0.0,3,2.548787
-0.453089,3,2.551428
-0.034237,3,2.554053
-0.323422,4,2.557603
0.0,5,2.561882
-0.813514,4,2.565901
0.0,3,2.568369
-1.0,5,2.572796
0.0,4,2.576106
0.199453,3,2.578767
1.0,3,2.581239
0.0,5,2.585641
-0.539974,3,2.58812
0.0,4,2.591627
0.0,6,2.596631
0.0,3,2.599382
0.0,4,2.603231
0.0,4,2.606806
-0.099672,2,2.60841
0.0,4,2.611546
0.781209,3,2.614057
0.0,4,2.617102
1.291156,2,2.618717
0.0,4,2.621846
0.0,2,2.62338
0.0,3,2.62575
0.0,3,2.628214
-0.49236,4,2.631465
0.99703,2,2.633634
-0.138884,2,2.635537
-0.827845,2,2.637421
0.0,4,2.641392
0.0,2,2.643131
-0.123643,3,2.64584
-0.052321,5,2.650759
0.0,2,2.652512
-1.0,3,2.655146
0.0,3,2.6576
0.0,3,2.660053
0.0,3,2.662987
0.0,2,2.6648
0.0,2,2.666534
-1.0,4,2.669924
0.0,3,2.672338
0.0,2,2.674063
0.0,4,2.677501
0.0,3,2.679892
0.0,3,2.68262
-0.976352,4,2.685945
0.0,4,2.689345
0.0,3,2.691794
-0.167728,3,2.694222
-1.0,2,2.696036
0.0,4,2.699229
0.0,3,2.701731
0.0,3,2.704725
0.0,2,2.706418
-0.098816,3,2.708986
1.0,4,2.712619
0.0,3,2.715571
0.0,4,2.719568
0.0,4,2.722934
-0.764189,4,2.726895
1.0,3,2.729661
0.144126,3,2.732529
-1.0,3,2.735266
-1.0,4,2.738891
0.728049,3,2.741407
-0.905616,4,2.745027
0.0,2,2.746998
-0.104671,3,2.750149
0.0,3,2.752965
0.0,4,2.756129
-0.273126,4,2.759512
-1.0,4,2.763559
0.146566,2,2.765454
-0.293562,4,2.769253
-1.0,4,2.772708
0.0,3,2.775249
0.95937,4,2.778455
0.0,3,2.781401
0.0,3,2.783975
-0.564877,3,2.786738
0.014438,2,2.788515
0.0,2,2.790254
-0.081725,4,2.794098
0.0,4,2.797354
-0.396753,3,2.799798
0.0,2,2.801757
0.0,4,2.804988
-0.166953,4,2.808505
-0.041591,4,2.811743
0.913156,3,2.814545
0.0,3,2.817257
0.0,4,2.820532
0.063733,3,2.823585
0.0,3,2.826053
0.0,2,2.827845
